108
0.000000 10.782629
0.000000 10.782629
0.000000 10.782629
5.795779	5.531967	1.585775	1.000000
7.568554	3.963921	8.638199	1.000000
5.386680	4.375263	8.261989	1.000000
0.432437	5.942791	6.559956	1.000000
6.515157	8.688501	9.587375	1.000000
0.540242	7.278203	0.066519	1.000000
6.751647	1.999744	9.006077	1.000000
8.977620	4.878239	3.341266	1.000000
0.711659	10.392062	10.434089	1.000000
2.132790	9.324556	4.982912	1.000000
1.235889	0.453137	7.246559	1.000000
2.338720	2.579014	9.057419	1.000000
0.306408	5.588267	8.445804	1.000000
9.909091	7.481114	4.675835	1.000000
2.303500	2.522537	10.174094	1.000000
4.506964	3.110249	9.637858	1.000000
1.377737	6.477252	10.691951	1.000000
9.007068	6.584279	3.103930	1.000000
6.877429	4.251122	0.352261	1.000000
0.222718	8.924794	10.036637	1.000000
8.885388	7.834487	3.294886	1.000000
1.815516	4.927750	3.914674	1.000000
7.472192	9.425150	5.287297	1.000000
8.365115	1.511676	9.250099	1.000000
0.290192	8.644070	3.882871	1.000000
2.607635	7.775706	3.239321	1.000000
1.675001	4.275803	7.282472	1.000000
2.614350	6.868925	1.919303	1.000000
4.539872	8.120611	5.793148	1.000000
3.704023	0.937016	2.680060	1.000000
3.591922	1.401107	3.740245	1.000000
3.707532	2.137414	9.109819	1.000000
2.259714	0.853191	9.179068	1.000000
10.204434	3.035319	9.403681	1.000000
7.101902	9.178172	0.555432	1.000000
7.840010	4.858039	8.031143	1.000000
6.507866	10.300301	2.613222	1.000000
0.075669	5.710782	0.670813	1.000000
6.385144	10.375075	9.214883	1.000000
10.389627	7.441100	3.689129	1.000000
6.111501	4.219658	10.061185	1.000000
0.317824	0.690951	5.092708	1.000000
1.483525	8.208588	8.710231	1.000000
1.247554	3.885250	1.362206	1.000000
1.605841	9.330239	0.067933	1.000000
3.010014	9.507850	1.590280	1.000000
9.818504	9.685056	4.705232	1.000000
10.164289	1.885290	3.498019	1.000000
3.075422	10.530631	8.611900	1.000000
10.220373	10.369992	1.118252	1.000000
2.312686	6.435530	8.647988	1.000000
0.614377	0.525323	6.158039	1.000000
0.996742	1.501505	3.452732	1.000000
6.281089	5.080047	3.422571	1.000000
6.419883	8.041540	1.157084	1.000000
6.250780	8.243207	2.647888	1.000000
8.303180	3.076230	8.646505	1.000000
2.403211	0.741899	4.242267	1.000000
3.862021	7.087866	10.129928	1.000000
9.448196	0.619757	9.552760	1.000000
3.045653	3.555810	7.688975	1.000000
7.550518	6.780364	5.439035	1.000000
5.462223	8.784524	1.826974	1.000000
4.908845	9.868143	8.743148	1.000000
3.463365	8.011480	8.828181	1.000000
0.337672	0.931007	1.100194	1.000000
9.738597	1.054392	1.082416	1.000000
10.122596	3.841407	6.694407	1.000000
2.269098	5.433663	0.115531	1.000000
10.012772	6.643129	10.329458	1.000000
7.732358	2.598161	2.629851	1.000000
6.577718	0.238830	2.695881	1.000000
10.013990	10.490899	7.576597	1.000000
10.409548	9.980113	9.245655	1.000000
5.211363	0.388318	1.022403	1.000000
3.678378	2.518201	7.599247	1.000000
0.258847	2.306789	10.682928	1.000000
9.673218	7.865129	1.622671	1.000000
6.350552	4.150183	2.534872	1.000000
7.727133	10.748184	6.101561	1.000000
5.543864	9.392306	3.112628	1.000000
8.449526	4.786237	9.291375	1.000000
9.445188	3.800381	1.648628	1.000000
5.562924	6.634522	5.895544	1.000000
9.443139	3.974011	5.646941	1.000000
3.373926	10.160535	9.573549	1.000000
3.270827	4.643563	3.598593	1.000000
3.877186	3.822690	7.004485	1.000000
4.341900	5.202377	6.042387	1.000000
10.485251	0.209980	0.417205	1.000000
5.954863	1.798177	2.534295	1.000000
3.844187	7.453163	2.689873	1.000000
0.817491	9.592478	5.182141	1.000000
5.818079	0.936495	6.783796	1.000000
6.826613	8.697029	4.420506	1.000000
2.007158	1.943465	6.527849	1.000000
7.352917	5.008278	9.891066	1.000000
1.721028	3.844369	2.359931	1.000000
10.026448	0.492517	3.243537	1.000000
3.859855	6.823239	6.269484	1.000000
1.707646	1.743590	0.563701	1.000000
0.799956	7.268299	6.378234	1.000000
7.054852	6.087408	3.666608	1.000000
1.968969	8.390049	6.663482	1.000000
5.511778	10.528582	6.862132	1.000000
4.560396	6.256846	3.533835	1.000000
6.327495	5.145466	0.762599	1.000000
8.459441	1.999470	7.270432	1.000000
