108
0 4.24264
0 4.24264
0 4.24264
0	0	0	1
0.707107	0.707107	0	1
0.707107	0	0.707107	1
0	0.707107	0.707107	1
1.41421	0	0	1
2.12132	0.707107	0	1
2.12132	0	0.707107	1
1.41421	0.707107	0.707107	1
2.82843	0	0	1
3.53553	0.707107	0	1
3.53553	0	0.707107	1
2.82843	0.707107	0.707107	1
0	1.41421	0	1
0.707107	2.12132	0	1
0.707107	1.41421	0.707107	1
0	2.12132	0.707107	1
1.41421	1.41421	0	1
2.12132	2.12132	0	1
2.12132	1.41421	0.707107	1
1.41421	2.12132	0.707107	1
2.82843	1.41421	0	1
3.53553	2.12132	0	1
3.53553	1.41421	0.707107	1
2.82843	2.12132	0.707107	1
0	2.82843	0	1
0.707107	3.53553	0	1
0.707107	2.82843	0.707107	1
0	3.53553	0.707107	1
1.41421	2.82843	0	1
2.12132	3.53553	0	1
2.12132	2.82843	0.707107	1
1.41421	3.53553	0.707107	1
2.82843	2.82843	0	1
3.53553	3.53553	0	1
3.53553	2.82843	0.707107	1
2.82843	3.53553	0.707107	1
0	0	1.41421	1
0.707107	0.707107	1.41421	1
0.707107	0	2.12132	1
0	0.707107	2.12132	1
1.41421	0	1.41421	1
2.12132	0.707107	1.41421	1
2.12132	0	2.12132	1
1.41421	0.707107	2.12132	1
2.82843	0	1.41421	1
3.53553	0.707107	1.41421	1
3.53553	0	2.12132	1
2.82843	0.707107	2.12132	1
0	1.41421	1.41421	1
0.707107	2.12132	1.41421	1
0.707107	1.41421	2.12132	1
0	2.12132	2.12132	1
1.41421	1.41421	1.41421	1
2.12132	2.12132	1.41421	1
2.12132	1.41421	2.12132	1
1.41421	2.12132	2.12132	1
2.82843	1.41421	1.41421	1
3.53553	2.12132	1.41421	1
3.53553	1.41421	2.12132	1
2.82843	2.12132	2.12132	1
0	2.82843	1.41421	1
0.707107	3.53553	1.41421	1
0.707107	2.82843	2.12132	1
0	3.53553	2.12132	1
1.41421	2.82843	1.41421	1
2.12132	3.53553	1.41421	1
2.12132	2.82843	2.12132	1
1.41421	3.53553	2.12132	1
2.82843	2.82843	1.41421	1
3.53553	3.53553	1.41421	1
3.53553	2.82843	2.12132	1
2.82843	3.53553	2.12132	1
0	0	2.82843	1
0.707107	0.707107	2.82843	1
0.707107	0	3.53553	1
0	0.707107	3.53553	1
1.41421	0	2.82843	1
2.12132	0.707107	2.82843	1
2.12132	0	3.53553	1
1.41421	0.707107	3.53553	1
2.82843	0	2.82843	1
3.53553	0.707107	2.82843	1
3.53553	0	3.53553	1
2.82843	0.707107	3.53553	1
0	1.41421	2.82843	1
0.707107	2.12132	2.82843	1
0.707107	1.41421	3.53553	1
0	2.12132	3.53553	1
1.41421	1.41421	2.82843	1
2.12132	2.12132	2.82843	1
2.12132	1.41421	3.53553	1
1.41421	2.12132	3.53553	1
2.82843	1.41421	2.82843	1
3.53553	2.12132	2.82843	1
3.53553	1.41421	3.53553	1
2.82843	2.12132	3.53553	1
0	2.82843	2.82843	1
0.707107	3.53553	2.82843	1
0.707107	2.82843	3.53553	1
0	3.53553	3.53553	1
1.41421	2.82843	2.82843	1
2.12132	3.53553	2.82843	1
2.12132	2.82843	3.53553	1
1.41421	3.53553	3.53553	1
2.82843	2.82843	2.82843	1
3.53553	3.53553	2.82843	1
3.53553	2.82843	3.53553	1
2.82843	3.53553	3.53553	1
